Full Name,Description,Job,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Reason,Known for,Notable Work,Image,Website,Children,Native Name,Signature,Title,Honours,Awards,Education,Birth Name,Nationality,Weight,Height,Eye Color,Hair Color
Anuja Trehan Kapur,,"[[Criminal psychology|Criminal psychologist]], socialist, [[advocate]]",,,,Amit Kapur,{{Birth date and age|1975|10|24|df|=|y}},,"[[Delhi]], [[India]]",,,,,,[http://www.anujakapur.com www.anujakapur.com],2,,,,,,"Bachelor's in [[psychology]], master's in [[criminology]], [[Bachelor of Laws|LLB]], diploma in [[forensic science]], diploma in [[victimology]]",,Indian,,,,
Anupa Barla,,,,,,,{{birth date and age|1994|5|6|df|=|yes}},,"[[Odisha]], India",,,,,,,,,,,,,,,,,,,
Anupama Chopra,,"Author, journalist, film critic",,,,{{marriage|[[Vidhu Vinod Chopra]]|1990}},{{Birth date and age|df|=|yes|1967|02|23}},,"[[Kolkata]], [[West Bengal]], India",,,,,Anupama Chopra 9th Mumbai Film Festival (cropped).jpg,,2,,,,,,"[[St. Xavier's College, Mumbai]]; [[Northwestern University]]'s [[Medill School of Journalism]]",Anupama Chandra,,,,,
Anupama Gokhale,,,[[India]],,,,{{Birth date and age|df|=|yes|1969|05|17}},,[[Mumbai]],,,,,,,,,,[[Woman International Master]],,,,Anupama Abhyankar,,,,,
Anupama Niranjana,,"Doctor, writer",,,,[[Niranjana (writer)|Niranjana]],{{birth year|1934}},{{dya|1991|1934}},"[[Tirthahalli]], India",,,,,File:Anupama Niranjana photo.jpg,,,,,,,,,Venkata Lakshmi,,,,,
Anuradha Bhattacharyya,,"Writer, poet, academic",,,,Atul Singh,{{Birth date and age|1975|12|6|df|=|y}},,"[[Kolkata]], [[West Bengal]], [[India]]",,,,"One Word, The Road Taken, Lofty",AtVijayawada2017.jpg,,Anusmita,,,,,Chandigarh [[Sahitya Akademi]],,,[[Indian people|Indian]],,,,
Anuradha Ramanan,,"{{Flatlist|
* Writer
* novelist
* artist
* social activist}}",,,,,{{birth date|1947|06|29|df|=|y}},{{Death date and age|2010|5|16|1947|6|29|df|=|y}},"[[Thanjavur]], [[Madras Presidency]], British India","[[Chennai]], Tamil Nadu, India",,,,Anuradha Ramanan.jpg,,,,,,,,,,,,,,
Anuradha Sharma Pujari,,"[[Author]], [[Journalist]], [[Poet]]",,,,,1964,,"[[Jorhat]], [[Assam]], [[India]]",,,,"''[[The Heart's a Showbiz]]'', ''[[In Search of a God]]'', ''[[Kanchan (book)|Kanchan]]'', ''[[Autograph (autobiography)|Autograph]]''",,,,,অনুৰাধা শৰ্মাপূজাৰীৰ চহী.jpg,,,Kumar Kishore Memorial Literary Award,,,[[India]]n,,,,
Anuradha Thokchom,,,,,,,,,"[[Manipur]], [[India]]",,,,,,,,,,,,,,,,,,,
Anusree Roy,,Writer and actress,,,,Ryan Ravi Tiwari (m.2018),,,"[[Kolkata, India]]",,,,"''Pyaasa'', ''Brothel #9'', ''Letters to my Grandma'', ''Roshni'', ''Sultans of the Street'', ''Trident Moon'', ''Sisters''",Anusree Roy Profile Picture.jpg,[https://www.anusreeroy.com Official Website],,,,,,,,,Canadian,,,,
Anwesha Reddy,,,{{IND}},,,,{{birth date and age|df|=|yes|1991|09|03}},,"[[Chennai]], [[India]]",,,,,,,,,,,,,,,,,,,
Aparajitha Balamurukan,,,{{IND}},,,,{{birth date and age|df|=|y|1994|03|17}},,"[[Erode]], [[Tamil Nadu]], India",,,,,,,,,,,,,,,,57 kg,1.69 m,,
Aparna Balan,,,India,,,,{{birth date and age|df|=|yes|1986|8|9}},,"[[Kozhikode, Kerala]], India",,,,,AparnaBalan.jpg,,,,,,,,,,,,1.60 m,,
Aparna Chandra,,[[Fashion Designer]],,,,,{{birth date and age|1971|01|06|df|=|yes}},,"[[New Delhi, Delhi]], India",,,,,,,,,,,,,[[National Institute of Fashion Technology]],,,,,,
Aparna Popat,,,India,,,,{{birth date and age|1978|1|18|df|=|yes}},,"[[Mumbai]], [[Maharashtra]], India",,,,,"The President Dr. A.P.J. Abdul Kalam presenting the Arjuna Award -2005 to Ms. Aparna Popat for Badminton, at a glittering function in New Delhi on August 29, 2006.jpg",,,,,,,,,Aparna Lalji Popat,,,{{convert|1.63|m|ftin|0|abbr|=|on}},,
Aparna Vaidik,,"Historian, Professor, Author, Journalist",,,,,22 September,,"[[Indore]], Madhya Pradesh, India",,,,,,{{URL|https://www.ashoka.edu.in/welcome/faculty#!/aparna-vaidik-17}},,,,,,,,,Indian,,,,
Appoorva Muralinath,,,,,,,,,"[[Chennai]], [[Tamil Nadu]]",,,,,Appoorva Muralinath indian team.jpg,,,,,,,,,,Indian,,180cm,,
Apurvi Chandela,,,{{IND}},,,,{{Birth date and age|df|=|yes|1993|1|4}},,"[[Jaipur]], [[Rajasthan]], India",,,,,Apurvi Chandela at the 12th South Asian Games 2016.jpg,,,,,,,,,,Indian,52 kg,1.54 m,,
Arathi Sara Sunil,,,India,,,,{{birth date and age|df|=|yes|1994|10|1}},,"[[Kochi]], [[Kerala]], India",,,,,,,,,,,,,,,,,,,
Arati Gupta,,,,,,Dr. Arun Gupta,{{Birth date|1940|09|24|df|=|yes}},{{death date and age|1994|8|23|1940|9|24|df|=|yes}},"[[Kolkata]], [[Bengal Presidency|Bengal, British India]]","[[Kolkata]], [[West Bengal]], [[India]]",,,,Arati Saha 1999 stamp of India.jpg,,,Ārati Sāhā (আরতি সাহা),,,,,,Arati Saha,[[India]]n,,,,
Arati Vaidya,,,India,,,,{{Birth date and age|1970|7|2|df|=|yes}},,"[[Pune]], [[India]]",,,,,,,,,,,,,,,,,,,
Archana Bhattacharyya,,,,,,,{{Birth year and age|1948}},,,,,Ionospheric Physics and [[Geomagnetism]],,Archana Bhattacharyya .jpg,,,,,,,,,,Indian,,,,
Archana Borthakur,,{{hlist|Social worker|Writer}},,,,,{{Birth date and age|df|=|yes|1983|10|23}},,"[[Dergaon]], [[Golaghat district]], [[Assam]], India",,,,,Archana Borthakur distributes sanitary pads in Chirang District of Assam.jpg,,,{{lang|as|অৰ্চনা বৰঠাকুৰ}},,,,,,,,,,,
Archana Das,,,India,,,,{{birth date and age|1988|7|21|df|=|yes}},,,,,,,,,,,,,,,,,,,,,
Archana Deodhar,,,,,,,{{birth date and age|1971|2|2}},,,,,,,,,,,,,,,,,,,,,
Archana Kochhar,,Fashion designer,,,,,{{birth year and age|1972}},,India,,,,,Top 5 Fashion Designer in India Archana Kochhar.png,,,,,,,,,,,,,,
Archana Venkataraman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcot Ramachandran,,Scientist,,,,,{{birth date|df|=|yes|1923|4|6}},,"[[Karnataka]], India",,,,,,,,,,,,[[Padma Bhushan]]<br>Sir M. Visvesvaraya Life Time Achievement Award<br>INAE Life Time Achievement Award<br>World Federation of Engineering Organizations Award<br>Shanti Swaroop Bhatnagar Gold Medal<br>World Habitat Trophy<br>Heat Transfer Memorial Award,,,,,,,
Arpita Singh,,,,,,,{{Birth year and age|1937}},,,,,,,"The Chairman, Lalit Kala Akademi, Ministry of Culture, Shri K.K. Chakravarty conferring the fellowship on eminent artist Arpita Singh, at a function, in New Delhi on October 10, 2014.jpg",,,,,,,,,,,,,,
Aruna Asaf Ali,,{{hlist|[[Political activist]]|educator|publisher}},,Upendranath Ganguli,Ambalika Devi,{{marriage|[[Asaf Ali]]|1928|2 April 1953|end|=|died}},{{birth date|df|=|yes|1909|7|16}},29 July 1996<br> (aged 87),"[[Kalka]], [[Punjab (British India)|Punjab]], [[British India]]","[[New Delhi]], [[India]]",,,,Aruna Asad Ali.jpg,,,,,,,{{nowrap|[[International Lenin Peace Prize]] (1964)<br>[[Jawaharlal Nehru Prize]] (1991)<br>[[Padma Vibhushan]] (1992)<br>[[Bharat Ratna]] (1997)}},,Aruna Ganguly,"British Indian (1909–1947)
Indian (1947–1996)",,,,
Aruna Mishra,,,,,,,{{birth date and age|df|=|yes|1979|11|23}},,"[[Jamshedpur]], [[Jharkhand]], india",,,,,,,,,,,,,,,Indian,{{convert|64|kg|lb}},,,
Budda Aruna Reddy,,,[[India]],,,,{{birth date and age|1995|12|25|df|=|y}},,"[[Hyderabad]], [[Andhra Pradesh]], India",,,,,,,,,,,,,,,,,4 ft 8 in,,
Arunadhati Santosh Ghosh,,,India,,,,,,India,,,,,,,,,,,,,,,,,,,
Arundhathi Subramaniam,,"Poet, writer, Journalist, critic, Curator",,,,,,,India,,,,,"Arundhathi Subramaniam bharat-s-tiwari-photography-IMG 4208 January 27, 2018.jpg",,,,,,,[[Sahitya Akademi Award]],,Arundhathi,,,,,
Arundhati Kirkire,,,India,,,,{{Birth date and age|1980|5|31|df|=|yes}},,"[[Indore]], [[India]]",,,,,,,,,,,,,,,,,,,
Arundhati Pantawane,,,{{IND}},,,,{{birth date and age|df|=|yes|1989|09|02}},,[[Nagpur]] [[Maharashtra]] [[India]],,,,,ArundhatiPantawane.png,,,,,Bahrain International Challenge 2012,,,,Arundhati Pantawane,,50 kg,"5""4 ft",,
Arundhati Reddy,,,India,,,,{{birth date and age|1997|10|4|df|=|yes}},,,,,,,2020 ICC W T20 WC I v B 02-24 Reddy (02).jpg,,,,,,,,,,,,,,
Arundhati Roy,,"Writer, essayist, activist",,,,{{marriage|[[Gerard da Cunha]]|1978|1982|end|=|div}} <br/> {{marriage|[[Pradip Krishen]]|1984}},{{Birth date and age|1961|11|24|df|=|y}},,"[[Shillong]], [[Undivided Assam|Assam]] (present-day [[Meghalaya]]), India",,,,''[[The God of Small Things]]'',Arundhati Roy W.jpg,,,,ArundhatiRoy_Autograph.jpg,,,"{{Plainlist|
*|nowrap|[[National Film Award for Best Screenplay]] (1988)|
*|nowrap|[[Man Booker Prize]] (1997)|
*|nowrap|[[Sydney Peace Prize]] (2004)|
*|nowrap|[[Orwell Award]] (2004)|
*|nowrap|[[Norman Mailer Prize]] (2011)|}} {{nowrap|[[National Film Award for Best Screenplay]] (1988)}} * {{nowrap|[[Man Booker Prize]] (1997)}} * {{nowrap|[[Sydney Peace Prize]] (2004)}} * {{nowrap|[[Orwell Award]] (2004)}} * {{nowrap|[[Norman Mailer Prize]] (2011)}}",[[Bachelor of Architecture|B.Arch.]],Suzanna Arundhati Roy,,,,,
Arunima Sinha,,"* [[Motivational Speaker]]
* [[Mountaineering|Indian Mountaineer]]
* Former seven Time [[Volleyball]] national player",,,,Gaurav Singh,{{Birth date and age|df|=|yes|1989|07|20}},,"[[Kadipur Sultanpur]], [[Uttar Pradesh]], India",,,,,Arunima sinha.png,,,,,,,"*[[Padma Shri]] Award (2015)
*[[Tenzing Norgay National Adventure Award]] (2015)
*First Lady Award (2016)
*Malala Award
*Yash Bharti Award
*Rani Laxmi Bai Award",,,,,,,
Asem Roja Devi,,,,,,,{{birth date and age|df|=|yes|2000|4|15}},,"[[Manipur]], India",,,,,,,,,,,,,,,,,,,
Asha Devi Aryanayakam,,,,,,E. R. W. Aranyakam,1901,1972,"Lahore, British India",,,,,,,,,,,,[[Padma Shri]],,,,,,,
Asha Rawat,,,India,,,,{{Birth date and age|1982|2|16|df|=|yes}},,"[[Delhi]], [[India]]",,,,,,,,,,,,,,,,,,,
Ashagi Lamiya,,Screen writer<br>Actor<br>Photographer<br>Anchor,,,,,{{birth date and age|1989|3|6|df|=|y}},,"[[Tellicherry]], [[Kerala]]",,,,,Ashagi Lamiya - Business Show Host.jpg,,,,,,,National Award for Realistic Photography in the year 2010,,Ashagi Lamiya,{{flagicon|India}} Indian,,,,
Ashapurna Devi,,"Novelist, poet",,,,,{{Birth date|df|=|yes|1909|01|08}},{{Death date and age|df|=|yes|1995|07|13|1909|01|08}},"Potoldanga, [[Kolkata|Calcutta]], [[Bengal Presidency]], British India",,,,''[[Prothom Protishruti]]''<br />''[[Subarnolata]]''<br />''[[Bakul Katha]]'',AshapoornaDeviPic.jpg,,,,,,,[[Jnanpith Award]]<br />[[Padma Shri]]<br />[[List of Sahitya Akademi fellows|Sahitya Akademi Fellowship]],,,[[India]]n,,,,
Ashapurna Devi,,"Novelist, poet",,,,,{{Birth date|df|=|yes|1909|01|08}},{{Death date and age|df|=|yes|1995|07|13|1909|01|08}},"Potoldanga, [[Kolkata|Calcutta]], [[Bengal Presidency]], British India",,,,''[[Prothom Protishruti]]''<br />''[[Subarnolata]]''<br />''[[Bakul Katha]]'',AshapoornaDeviPic.jpg,,,,,,,[[Jnanpith Award]]<br />[[Padma Shri]]<br />[[List of Sahitya Akademi fellows|Sahitya Akademi Fellowship]],,,[[India]]n,,,,
Ashem Romi Devi,,,,,,,{{birth date and age|df|=|yes|1989|2|10}},,"[[Imphal]], [[Manipur]], India",,,,,,,,,,,,,,,,,,,
Ashima Sharma,,"Fashion designer, artist",,,,,{{Birth date and age|df|=|y|1991|11|4}},,"Delhi, India",,,Ashima S Couture,,Ashima Sharma.jpg,,,,,,,,,,Indian,,,,
Ashish Garg,,education [[futurist]],,,,,,,,,,,,,,,,,,,,,,Indian,,,,
Ashitha,,Writer,,,,Raman Kutty,{{Birth date|df|=|y|1956|4|5}},{{Death date and age|df|=|y|2019|3|27|1956|4|5}},"[[Pazhayannur]], [[Trichur]], [[Travancore-Cochin]], India","[[Thrissur]], [[Kerala]], India",,,{{ubl|''Vismaya Chhihnangal''|''Apoorna Viramangal''|''Mazhameghangal''|''Thathagatha''|''Meera Padunnu''}},,,A daughter,,,,,{{ubl|2015&nbsp;[[Kerala Sahitya Akademi Award for Story]]|2000&nbsp;[[Malayalam literary awards#Padmarajan Award|Padmarajan Award]]|1994&nbsp;[[Malayalam Literary Awards#Lalithambika Antharjanam Smaraka Sahitya Award|Lalithambika Anterjanam Smaraka Sahitya Award]]|1986&nbsp;[[Malayalam Literary Awards#Edasseri Award|Edasseri Award]]|Ankanam Award|Thoppil Ravi Award}},,,Indian,,,,
Ashmita Chaliha,,,{{IND}},,,,{{birth date and age|df|=|yes|1999|10|18}},,"[[Guwahati]], India",,,,,,,,,,,,,,,,52 kgs,1.676m,,
Ashna Roy,,,{{IND}},,,,{{birth date and age|df|=|yes|1997|3|14}},,,,,,,,,,,,,,,,,,,,,
Ashvarya Shrivastava,,,{{IND}},,,,{{Birth date and age|df|=|yes|1992|02|19}},,"[[Pune]], India",,,,,,,,,,,,,,,,,{{convert|1.60|m|ftin|abbr|=|on}},,
Ashwini Ponnappa,,,[[India]],,,,{{birth date and age|df|=|yes|1989|09|18}},,"[[Bangalore]], [[Karnataka]], [[India]]",,,,,Ashwini Ponnappa CWG.jpg,,,,,,,,,,,60&nbsp;kg,1.64 m,,
Ashwiny Iyer Tiwari,,"[[Film Director]], [[Film producer|Producer]], [[Writer]]",,,,[[Nitesh Tiwari]],{{birth date and age|df|=|y|1979|10|15}},,"[[Mumbai]], [[Maharashtra]], [[India]]",,,,,Ashwiny_Iyer_Tiwari_attends_the_63rd_Jio_Filmfare_Awards_2018_(05)_(cropped).jpg,,Amaarisa Tiwari and Aaradhya Tiwari,,,,,,,,,,,,
Asima Chatterjee,,,,,,,{{Birth date|1917|9|23|df|=|yes}},{{Death date and age|2006|11|22|1917|9|23|df|=|yes}},"[[Calcutta]], [[British India]]","[[Kolkata]], India",,,,Asima Chatterjee 1.jpg,,,,,,,,,,Indian,,,,
Asma Hussain,,[[Fashion Designer]],,,,"Anis Ansari, IAS",,,"[[Lucknow]], [[India]]",,,,,Asma Hussain.jpg,http://www.asmahussain.in/,Amira Husain & Naila Ansari,,,,,,,,,,,,
Asmita Marwa,,[[Fashion designer]],,,,Harvesh Marwah,,,"[[Hyderabad, Andhra Pradesh|Hyderabad]], [[India]]",,,,,,[http://asmitadesign.com asmitadesign.com],,,,,,,,Asmita Gunti,Indian,,,,
Aswani Kiran,,,,,,,,,"[[Kerala]], India",,,,,,,,,,,,,,,,68kg,177cm,,
Gowri Lakshmi Bayi,,Writer,,,,"Late. Sri Vishakham Nal Sukumaran Raja Raja Varma of Paliyakkara West Palace, [[Thiruvalla]](m.1963-2005)",,,Travancore,,,,"''The Dawn(1994), Kerala Temple Architecture: Some Notable Features (1997), Sree Padmanabha Swamy Temple(1998), Thulsi Garland(1998), The Mighty Indian Experience(2002), Budhadarśanaṃ: lēkhanaṅṅaḷ(2007), Glimpses of Kerala Culture(2011), Rudrakshamala(2014) '' etc.",Aswathi Thirunal Gowri Lakshmi Bayi BNC.jpg,,"Pooruruttathi Thirunal Marthanda Varma, Avittom Thirunal Adithya Varma and Bharani Thirunal Lekha Parvathi Bayi (adopted in 1994)",അശ്വതി തിരുനാൾ ഗൗരി ലക്ഷ്മിബായി,,,,,Graduate in Economics,Gowri Lakshmi Bayi,Travancore,,,,
Attia Hosain,,Writer,,,,Ali Bahadur Habibullah (1909–1982),1913,{{Death year and age|1998|1913}},"[[Lucknow]], [[United Provinces of Agra and Oudh|United Provinces]], [[British Raj|British India]]",,,,,Attia Hosain in the 1930s.jpg,,"[[Waris Hussein]], Shama Habibullah",,,,,,,,Indian,,,,
Molla,,Kummara (potter),,,,,1440,1530,"Gopavaram, [[Kadapa district|Kadapa]]",,,,Translated the [[Ramayana]]m from Sanskrit into Telugu,Atukuri Molla 2017 stamp of India.jpg,,,ఆతుకూరి మొల్ల,,,,'Kavi Ratna',,Atukuri Molla,[[India]]n,,,,
Avabai Bomanji Wadia,,"Social worker, writer",,,,Bomanji Khurshedji Wadia,{{birth-date|18 September 1913}},{{death-date and age|11 July 2005|18 September 1913}},"[[Colombo]], Sri Lanka",India,,[[Sexual health]] and [[family planning]] advocacy,,File:Third International Conference FPA India.jpg,,,,,,,[[Padma Shri]],,,,,,,
Avani Lekhara,,,{{IND}},,,,{{birth date and age|df|=|yes|2001|11|8}},,"[[Jaipur]], [[Rajasthan]], India",,,,,Shrimati Avani Lekhara Shooter Tokyo Paralympics mdealist with Prime Minister Narendra Modi.jpg,,,,,,,,,,,,5 feet 3 inches,,
Avantika Shetty,,"Actress, model, dance, dancer",,,,,{{birth date and age|df|=|yes|1986|08|01}},,"[[Mangalore]], [[Karnataka]], India",,,,,,,,,,,,,,,,,,,
Avinash Kaur Sarin,,"Broadcast Journalist ;   
News-Anchor; 
Documentary Director,
Voice Artist ;
 Commentator",,Prof. Rattan Singh,Darshan Kaur,Manjit Singh Sarin,21 July 1965,,[[New Delhi]],,,Introducing an easy charm and disposition while presenting news;a first for those times ;Her big Bindi,"Much acclaimed primetime documentary ""Hiroshima-Nagasaki :The Journey""",Avinash Kaur Sarin Her warmth and that bindi.jpg,,Ruben Sarin ; [[Avijit Sarin]],,,,,"""Best News Anchor"" as per Indian National Survey ;TV and Video World Magazine;1986 ,
                                Adharshila Award ""Best News Anchor""
                                Bhumika Award ""Best Hindi News Anchor""","[[Miranda House, University of Delhi]]",Avinash Kaur,[[India]]n,,,,
Avneet Kaur Sidhu,,[[Sportsperson|Sportswoman]] ([[Shooting|Shooter]]),,,,,30 October 1981,,"[[Punjab, India|Punjab]], [[India]]",,,,,"The President, Smt. Pratibha Devisingh Patil presenting the “Arjuna” Award – 2007, to Ms. Avneet Kaur Sidhu (Shooting), in New Delhi on August 29, 2008.jpg",,,,,,,,,,Indian,,,,
Avnita Bir,,Principal of [[R. N. Podar School]],,,,RBS Bir,{{birth-date and age|31 October 1957}},,"Amritsar, India",,,,,Avnita_Bir.jpg,,Karan Bir <br/> Jaideep Bir,,,,,"[[National Award for Teachers (India)]](2009)
Koh Boon Hwee Scholars Award (Inspirational Mentorship)(2013)",,,,,,,
Ayesha Faridi,,[[News anchor]] and [[Journalist]],,,,{{marriage|Nakul Vengsarkar|2013}},{{birth date and age|8 February 1979}},,"[[Delhi, India]]",,,,,,,,,,,,,Graduate,,{{flagicon|India}} [[Indian people|Indian]],,,,
Ayonika Paul,,,[[India]],,,,,,"[[Mumbai]], [[India]]",,,,,,,,,,,,,,,[[India]]n,,,,
Ayushi Podder,,,[[India]],,,,{{birth date and age|2000|10|23|df|=|y}},,,,,,,,,,,,,,,,,Indian,52 Kg,155cm(5ft 1in),,
Ayushi Soni,,,India,,,,{{birth date and age|2000|9|30|df|=|yes}},,,,,,,,,,,,,,,,,,,,,
B. Prabha,,,,,,{{marriage|B. Vithal|1956|1992}},{{Birth year|1933}},{{Death year and age|2001|1933}},"Maharashtra, India","Nagpur, India",,,,Photo of B. Prabha.jpg,,,,,,,,Sir J. J. College of Art,,Indian,,,,
B. Sandhya,,Police officer,,,,Madhu Kumar,{{Birth date and age|df|=|yes|1963|05|25}},,"[[Pala, Kerala|Pala]], [[Kottayam district|Kottayam]], [[Kerala]], India",,,,,,,1,,,,,,,,[[Indian people|Indian]],,,,
Bittianda Kuttapa Thelma,,,,,,,1955,,,,,[[Human Genetics]],,,,,,,,,,,,Indian,,,,
Babita Kumari Phogat,,,[[India]],,,Vivek Suhag,{{Birth date and age|df|=|yes|1989|11|20}},,"[[Bhiwani]], [[Haryana]], [[India]]",,,,,Babita Kumari (cropped) at the special screening of ‘Dangal’.jpg,,,,,,,,,,[[India]]n,,{{convert|160|cm|ftin|abbr|=|on}},,
Babita Lalit Mandlik,,,India,,,,{{Birth date and age|1981|7|16|df|=|yes}},,"[[Indore]], [[Madhya Pradesh]], India",,,,,,,,,,,,,,,,,,,
Baby Halder,,"Domestic worker, writer",,,,,{{Birth year and age|1973}},,"[[Kashmir]], India",,,''[[Aalo Aandhari (A Life Less Ordinary)]]'' (2006),,,,,,,,,,,,,,,,
Babyji,,,,,,,,,,,,,,Babyji cover.jpg,,,,,,,,,,,,,,
Bachendri Pal,,,,,,,{{Birth date and age|df|=|yes|1954|5|24}},,"Nakuri, [[Uttarkashi district]], [[Uttarakhand]], India",,,,,Padma Bhushan Bachendri Pal (cropped).jpg,,,,,,,[[Padma Shri]] [[Arjuna Award]],,,Indian,,,,
Bahar Dutt,,Television journalist and environmental editor,,,,,c. 1975,,"New Delhi, [[Delhi]], India",,,environmental journalism,,,{{URL|1|=|ibnlive.in.com/blogs/author/258/bahardutt.html|2|=|Beasts in My Belfry}},,,,,,,[[University of Delhi]]; [[University of Kent]],,,,,,
Bahinabai,,,,,,,{{birth year|1628}},{{dya|1700|1628}},"Devgaon rangari near [[Ellora]], Maharashtra, India",,,,"Autobiography Atmamanivedana or Bahinibai Gatha, devotional [[abhanga]]s, Pundalika-Mahatmya",,,,,,,,,,,,,,,
Bahinabai Chaudhari,,Farmer,,,,Naththu Chaudhari,{{birth-date|24 August 1880}},{{dda|3 December 1951|24 August 1880}},"Asoda, Dist - Jalgaon, Maharashtra, India",,,,,,,3,बहिणाबाई चौधरी,,,,,None,,,,,,
Baisali Mohanty,,"[[Dancer]] and [[Choreographer]], [[Columnist]], [[Foreign Policy]] & Strategic Affairs Analyst, [[Author]]",,,,,{{Birth date and age|df|=|y|1994|08|05}},,"[[Puri]], [[Puri district]], [[Odisha]]",,,,,Oxford Odissi Centre.JPG,,,,,,,,,,[[India]]n,,,,
Ngangom Bala Devi,,,,,,,{{Birth date and age|1990|2|2|df|=|y}},,"[[Manipur]], India",,,,,,,,,,,,,,,,,,,
Balamani Amma,,Poet,,,,V. M. Nair,{{birth date|df|=|yes|1909|07|19}},{{death date and age|df|=|yes|2004|09|29|1909|07|19}},"[[Punnayurkulam]], [[Ponnani taluk]], [[Malabar District]], [[Madras Presidency]], [[British Raj|India]]","[[Kochi]], Kerala, India",,,,Balamaniamma.jpg,,"[[Kamala Surayya]], Sulochana, Mohandas, Shyam Sunder",,,,,"[[Padma Bhushan]], [[Sahitya Akademi Award]], [[Saraswati Samman]], [[Asan Smaraka Kavitha Puraskaram|Asan Prize]], [[Ezhuthachan Puraskaram|Ezhuthachan Award]]",,,,,,,
Balwinder Kaur Bhatia,,,,,,,{{birth date and age|1958|12|19|df|=|yes}},,,,,,,,,,,,,,,,,Indian,,,,
Bangalore Nagarathnamma,,carnatic singer,,,,,3 November 1878,,"[[Nanjangud]], [[Karnataka]]",,,,,File:Bangalore Nagarathnamma.jpg,,,,,,,,,,,,,,
Bani Basu,,"Writer, professor in English",,,,,{{Birth date and age|df|=|yes|1939|03|11}},,,,,,"Maitreya Jātak, Khanamihirer Dhipi, Gandharbi, Ekushe paa",Bani Basu.png,,,,,,,,,,Indian,,,,
Barbara Webster,,,{{IND}},,,,,,,,,,,,,,,,,,,,,[[India]]n,,,,
Barkha Dutt,,[[News Anchor]],,,,,{{birth date and age|df|=|yes|1971|12|18}},,"[[New Delhi]], [[India]]",,,,,Barkha Dutt World Economic Forum Nov 2010.jpg,,,,,,,[[Padma Shri]],"{{Nowrap|[[St. Stephen's College, Delhi]] (BA)<br /> [[Jamia Millia Islamia]] (MA)<br /> [[Columbia University]] (MS)}}",,,,,,
Barkha Sharma,,"Designer, classical dancer",,,,[[Rahul Sharma (musician)|Rahul Sharma]],,,"[[Mumbai, India]]",,,,,Barkha Sharma.jpg,{{url|barkhansonzal.com}},,,,,,"Nominated for International Woolmark Prize, 2014–15","Purdue University, United States",,Indian,,,,
Barkha Sonkar,,Sports,[[India]],,,,{{Birth date and age|df|=|yes|1996|12|24}},,"[[Varanasi]], [[Uttar Pradesh]], [[India]]",,,,,,,,बरखा सोनकर,,,,,Graduate,,[[India]],61 kg,164.592 cm,,
Basabi Pal,,"Head of The Department of French, Chandernagore Government College",,Late Shree Anil Chandra Ghosh,Late Smt Usha Rani Ghosh,Shree Gautam Pal,Oct 1958,,[[Kolkata]],,,,,Basabi Pal.jpg,,"Dyootiman Pal, Dhritiman Pal",,,,,,,,[[Indian people|Indian]],,,,
Basanti Devi,,,,,,[[Chittaranjan Das]],{{birth date|1880|3|23|df|=|y}},7 May 1974 (aged 94),,,,Independence activist,,,,,,,,,[[Padma Vibhushan]] (1973),,,Indian,,,,
Baua Devi,,,,,,,,,"Jitwarpur, Bihar",,,,,"The President, Shri Pranab Mukherjee presenting the Padma Shri Award to Smt. Baoa Devi, at a Civil Investiture Ceremony, at Rashtrapati Bhavan, in New Delhi on March 30, 2017.jpg",,,,,,,"Padma Shri (2017), National Award (1984)",,,,,,,
Beas Sarkar,,,India,,,,{{Birth date and age|1979|12|23|df|=|yes}},,[[India]],,,,,,,,,,,,,,,,,,,
Beena Kannan,,[[Business]],,,,Kannan,,,,,,Seematti,,,{{URL|http://www.beenakannan.com/}},3,,,,,,,,,,,,
Begum Zaffar Ali,,"Educationist, Women's liberation activist",,,,Agha Zaffar Ali Qizilbash,1901,1999,"[[Srinagar]], [[Jammu and Kashmir (princely state)]]",[[United States]],,"Women's liberation, first woman matriculate of [[Kashmir]]",,,,"Agha Nasir Ali, [[Agha Shaukat Ali]], Agha Ashraf Ali",,,,,[[Padma Shri]],,,,,,,
