Full Name,Description,Job,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Reason,Known for,Notable Work,Image,Website,Children,Native Name,Signature,Title,Honours,Awards,Education,Birth Name,Nationality,Weight,Height,Eye Color,Hair Color
Anushka Sharma,,"{{flatlist|
* Actor
* Film producer}}",,,,{{marriage|[[Virat Kohli]]|2017}},{{Birth date and age|df|=|yes|1988|5|1}},,"[[Ayodhya]], [[Uttar Pradesh]], India",,,,,Anushka Sharma promoting Zero.jpg,,1,,,,,[[List of awards and nominations received by Anushka Sharma|Full list]],[[Bangalore University]] ([[Bachelor of Arts|B.A]]),,,,,,
Anushka Shetty,,Actress,,,,,{{birth date and age|df|=|yes|1981|11|7}},,"[[Mangalore]], [[Karnataka]], India",,,,,Anushka Shetty first look Baahubali 2 (cropped).jpg,,,,Anushka Shetty transperenet-Signature.png,,,,,,,,,,
Anuya Y Bhagwat,,"Actress, model",,,,,,,"[[Dubai]], UAE",,,,,,,,,,,,,,,,,,,
Anya Singh,,Actress,,,,,{{Birth date and age|df|=|yes|1992|12|29}},,"[[Delhi]], India",,,,,Anya Singh launch I Am India song (03) (cropped).jpg,,,,,,,,,,Indian,,,,
Aparajita Datta,,,,,,,5 January 1970,,[[Kolkata]],,,[[Hornbill]]s,,Aparajita Datta in Namdapha 01.jpg,,,,,,,[[Whitley Awards (UK)|Whitley Award]],,,[[India]]n,,,,
Aparajita Mohanty,,"[[Actress]], [[Model (people)|model]]",,,,[[Uttam Mohanty]] (1987–present),{{Birth date and age|df|=|y|1962|5|15}},,"[[Karanjia]], [[India]]",,,,,,{{URL|aparajitamohanty.com}},[[Babushan]],,,,,,,,[[India]]n,,,,
Aparna Balamurali,,{{hlist|[[Actress]]|[[Playback singer]]|[[Indian classical dance|Classical dancer]]}},,,,,{{birth date and age|1995|09|11|df|=|yes}},,"[[Thrissur district|Thrissur]], [[Kerala]], India",,,''[[Maheshinte Prathikaaram]]''<br>''[[Soorarai Pottru]]'',,Aparna Balamurali.png,,,,,,,,,,,,,,
Aparna Dutta Gupta,,Scientist,,,,,{{Birth date|df|=|yes|1953|5|11}},{{Death date and age|df|=|yes|2020|6|29|1953|5|11}},India,"[[Hyderabad]], India",,"Insect Molecular Physiology, Integrated Insect Pest Management, Comparative Physiology, Endocrinology",,,,,,,,,,,,,,,,
Aparna Sen,,{{hlist|Actress|director|screenwriter}},,,,Sanjay Sen<br>[[Mukul Sharma (writer)|Mukul Sharma]]<br>Kalyan Ray,{{Birth date and age|df|=|yes|mf|=|yes|1945|10|25}},,"[[Calcutta]], [[Bengal Presidency]], [[British India]]",,,,[[Aparna Sen filmography|Filmography]],Aparna Sen - Kolkata 2014-01-31 8137.JPG,,"2, including [[Konkona Sen Sharma]]",,,,,[[#Awards|Full list]],,,,,,,
Aparna Bajpai,,{{hlist|Actress| Model}},,,,,{{Birth date and age|1990|9|4|df|=|yes}},,"[[Kanpur]], [[Uttar Pradesh]], [[India]]",,,,,Aparna-bajpai.jpg,,,,,,,,,,,,,,
Apoorva Arora,,{{csv|Actress|dancer|model}},,,,,{{birth date and age|df|=|yes|1996|6|5}},,"[[Delhi]], India",,,,,,,,,,,,,,,Indian,,{{height|ft|=|5|in|=|3}},,
Archana,,Actress,,,,,,,"[[Vijayawada]], [[Krishna District]], [[Andhra Pradesh]], India",,,''[[Nireekshana]]'' (1982)<br/>''[[Veedu]]'' (1987)<br/>''[[Daasi (1988 film)|Daasi]]'' (1988),,,,,,,,,[[National Film Award for Best Actress]]<br/>[[Nandi Special Jury Award]],,,,,,,
Archana Bhattacharyya,,,,,,,{{Birth year and age|1948}},,,,,Ionospheric Physics and [[Geomagnetism]],,Archana Bhattacharyya .jpg,,,,,,,,,,Indian,,,,
Archanna Guptaa,,"[[Film actress]], [[model (person)|Model]]",,,,,{{Birth date and age|df|=|yes|1990|03|01}},,"[[Agra]], [[Uttar Pradesh]], India",,,,,Archanna Gupta.jpg,{{URL|archannaguptaa.com}},,,,,,,,,,,,,
Archana Kavi,,{{hlist|Actor|YouTuber}},,,,{{Marriage|[[Abish Mathew]]|2016}},{{Birth date and age|1988|01|04|df|=|yes}},,"[[New Delhi]], India",,,,,Archana kavi.jpg,,,,,,,,,,[[Indian people|Indian]],,,,
Archana Puran Singh,,{{hlist|[[Actress]]|[[television personality]]}},,,,"{{unbulleted list|marriage|Sunny Reyar|end|=|divorced|ref|{{cite web|url= https://www.abplive.com/photo-gallery/entertainment/after-a-failed-marriage-archana-never-wanted-any-man-in-her-life-till-she-met-parmeet-at-a-party-1976293|title=After a failed marriage Archana never wanted any man in her life till she met Parmeet at a party|website=ABP Live|date=October 1, 2021|author=ABP News|accessdate=October 19, 2021}}|</ref>|marriage|[[Parmeet Sethi]]|1992}} {{marriage|Sunny Reyar|end|=|divorced}} {{marriage|[[Parmeet Sethi]]|1992}}",{{birth date and age|df|=|yes|1962|09|26}},,"[[Dehradun]], [[Uttar Pradesh]], [[India]]",,,,,Archana Puran Singh in 2019.jpg,,2,,,,,,[[Lady Shri Ram College]],,,,,,
Archana Sharma,,[[Botanist]] {{·}} [[Cytogeneticist]] {{·}} [[Cell biologist]] {{·}} [[Cytotoxicologist]],,,,[[Arun Kumar Sharma]],{{birth date|1932|02|16|df|=|yes}},{{death date and age|2008|01|14|1932|02|16|df|=|yes}},"[[Pune]], [[Maharashtra]], India",,,,,,,,,,,,,,,,,,,
Archita Sahu,,{{hlist|Actress|model}},,,,{{Marriage|[[Sabyasachi Mishra]]|1 March 2021}},29 June,,"[[Bhubaneswar]], [[Odisha]], [[India]]",,,,,Archita2.JPG,,,,,,,,,,[[India]]n,,,,
Aruna  Irani,,"Actress, [[Film director|director]]",,,,[[Kuku Kohli]],{{birth date and age|df|=|yes|1946|08|18}},,"[[Bombay]], [[Bombay Presidency]], [[British Raj|British India]] (now [[Mumbai]], [[Maharashtra]], India)",,,,,Aruna Irani at 18th Lions Annual Gold Awards.jpg,,,,,,,,,,,,,,
Aruna Narayan,,,,,,,{{birth based on age as of date|64|2019|08|09}},,"[[Mumbai]], [[India]]",,,,,File:Ram and Aruna Narayan 2009 crop.jpg,{{URL|arunanarayan.com}},,,,,,,,,,,,,
Aruna Raje,,"[[Film director|Director]], [[Editor]]",,,,Vikas Desai (divorced),1946,,"[[Pune]], [[India]]",,,,,,,,,,,,Five National Awards,,,,,,,
Aruna Shields,,[[Actress]],,,,,{{Birth date and age|df|=|yes|1978|08|06}},,"[[London]], [[England]], [[United Kingdom]]",,,,,Aruna Shields Mr Singh Mrs Mehta.jpg,{{url|arunashields.com|ArunaShields.com}},,,,,,,,,,,,,
Arundhati Nag,,Actress,,,,{{marriage|[[Shankar Nag]]|1980|1990|end|=|d}},{{birth date and age|1956|7|6|df|=|yes}},,"[[Delhi]], [[India]]",,,,,Arundhati Nag.jpg,,1,,,,,,,,,,,,
Arundhati Devi,,"Actress, director, writer and singer",,,,{{marriage|Prabhat Mukhopadhyay|1955|end|=|divorce}} <br/> {{marriage|Tapan Sinha|1957}},{{birth date|df|=|yes|1924|04|29}},{{Death date and age|df|=|yes|1990|1|1|1924|04|29}},"[[Barisal]], [[Bengal Presidency]], [[British India]]<br/>(now in [[Bangladesh]])",,,,{{ubl|''[[Bicharak]]''|''[[Jatugriha]]''}},,,"1, including [[Anindya Sinha]]",,,,,,,,Indian,,,,
Asawari Joshi,,Actress,,,,,{{Birth date and age|df|=|yes|1965|05|06}},,"[[Mumbai]], [[India]]",,,,,File:Asawari Joshi.jpg,,,,,,,,,,,,,,
Asha Bhat,,"[[Model (people)|Model]],  [[Actress]],  [[engineer]]",,,,,{{birth date and age|df|=|yes|1992|09|05}},,"[[Bhadravati, Karnataka|Bhadravati]], [[Karnataka]], India",,,,,File:Asha Bhat in 2019.jpg,,,,,"* '''Miss Supranational 2014'''
* '''[[Miss Diva Supranational|Miss Diva Supranational 2014]]'''",,,,,,,{{height|m|=|1.71}},Dark Brown,Black
Asha Negi,,{{hlist|[[Actress]]|[[Dancer]]}},,,,,{{birth date and age|1989|8|23|df|=|yes}},,"[[Dehradun]], [[Uttarakhand]], [[India]]",,,''[[Pavitra Rishta]]''<br>''[[Nach Baliye|Nach Baliye 6]]''<br>''[[Baarish (web series)|Baarish]]'',,Asha Negi at Launch of the new TV show 'Entertainment Ki Raat'.jpg,,,,,,,,,,[[Indian people|Indian]],,,,
Asha Parekh,,{{hlist|Actress|director|producer}},,,,,{{birth date and age|df|=|y|1942|10|2}},,,,,,,Asha Parekh at Saudamini Mattu's wedding reception (cropped).jpg,,,,,,[[Padma Shri]] (1992),"* [[Filmfare Award for Best Actress]] (1971)
* [[Filmfare Lifetime Achievement Award]] (2002)
* Kalakar Awards (2018)",,,Indian,,,,
Flora Saini,,{{hlist|Actor|model}},,,,,{{birth date and age|df|=|yes|1978|09|29}},,"[[Chandigarh]], India",,,,,Flora Saini at Society Leadership Awards 2017.jpg,,,,,,,,,,,,,,
Ashima Bhalla,,"[[Actress]], Model",,,,,{{Birth date and age|df|=|yes|1983|8|3}},,"[[Assam]], India",,,,,Ashima Bhalla.jpg,,,,,,,,,,Indian,,,,
Ashnoor Kaur,,Actress,,,,,{{birth date and age|df|=|yes|2004|5|3}},,,,,{{ubl|''[[Jhansi Ki Rani (2009 TV series)|Jhansi Ki Rani]]''|''[[Yeh Rishta Kya Kehlata Hai]]''|''[[Patiala Babes]]''}},,Ashnoor Kaur.jpg,,,,,,,,,,,,,,
Ashvini Bhave,,Actress,,,,Kishore Bopardikar,7 May 1972,,,,,,,AshwiniBhave.jpg,http://www.ashvinibhave.com,2,,,,,,,,Indian,,,,
Ashwini Kalsekar,,Actress,,,,{{married|[[Nitesh Pandey]]|1998|2002|reason|=|divorced}} <br> {{married|[[Murali Sharma]]|2009}},{{birth date and age|df|=|yes|1970|01|22}},,"[[Mumbai]], [[Maharashtra]], India",,,Her role ''Jigyasa Walia'' in ''[[Kasamh Se]]'' and ''[[Maham Anga]]'' in ''[[Jodha Akbar (TV series)|Jodha Akbar]]'',''Pam Khanna'' in ''[[Itna Karo Na Mujhe Pyaar]]'' <br> ''Saudamini'' in ''[[Kavach... Kaali Shaktiyon Se]]'',Ashwini Kalsekar.jpg,,,,,,,,[[Bachelor of Arts]],,Indian,,,,
Ashwiny Iyer Tiwari,,"[[Film Director]], [[Film producer|Producer]], [[Writer]]",,,,[[Nitesh Tiwari]],{{birth date and age|df|=|y|1979|10|15}},,"[[Mumbai]], [[Maharashtra]], [[India]]",,,,,Ashwiny_Iyer_Tiwari_attends_the_63rd_Jio_Filmfare_Awards_2018_(05)_(cropped).jpg,,Amaarisa Tiwari and Aaradhya Tiwari,,,,,,,,,,,,
Asima Chatterjee,,,,,,,{{Birth date|1917|9|23|df|=|yes}},{{Death date and age|2006|11|22|1917|9|23|df|=|yes}},"[[Calcutta]], [[British India]]","[[Kolkata]], India",,,,Asima Chatterjee 1.jpg,,,,,,,,,,Indian,,,,
Asin,,{{hlist|Actress|Model|Dancer}},,,,{{married| Rahul Sharma|2016}},{{Birth date and age|df|=|yes|1985|10|26}},,"[[Kochi]], [[Kerala]], India",,,,,Asin10.jpg,,1,,,,,{{unbulleted list|[[Kalaimamani]]|[[Filmfare Awards]]}},,,,,,,
Asin,,{{hlist|Actress|Model|Dancer}},,,,{{married| Rahul Sharma|2016}},{{Birth date and age|df|=|yes|1985|10|26}},,"[[Kochi]], [[Kerala]], India",,,,,Asin10.jpg,,1,,,,,{{unbulleted list|[[Kalaimamani]]|[[Filmfare Awards]]}},,,,,,,
Athiya Shetty,,Actress,,,,,{{birth date and age|df|=|yes|1992|11|05}},,"[[Bombay]], [[Maharashtra]], India",,,,,Athiya Shetty attends the 63rd Jio Filmfare Awards 2018 (12) (cropped).jpg,,,,,,,,[[Cathedral & John Connon School]]<br/>[[American School of Bombay]],,Indian,,,,
Auritra Ghosh,,"Actress, dance and movement artist, theatre artist",,,,,,,"[[Jamshedpur]], [[Jharkhand]], [[India]]",,,,,AuritraGhosh 2018.jpg,,,,,,,,,,,,,,
Avani Modi,,"Actress, Model",,Vinod Modi,Alka Modi,,,,"[[Gandhinagar]], [[Gujarat]], [[India]]",,,,,Avani Modi attends the 17th Transmedia Gujarati Screen & Stage Awards in Mumbai (15) (cropped).jpg,{{URL|http://www.avanimodi.com/}},,,,,,,,,Indian,,,,
Avantika Mishra,,"[[Actress]], [[Model (person)|Model]]",,,,,{{birth date and age|1993|5|30|df|=|y}},,,,,,,,,,,,,,,[[Air Force Golden Jubilee Institute]] [[Kendriya Vidyalaya Hebbal]],,Indian,,,,
Avelin Mary,,Marine Biologist,,,,,,,,,,,,Sister Avelin Mary OSM.jpg,,,,,,,"National Environmental Science Academy (NESA) Scientists of the Year for 2002, Netaji Subhash Chandra Bose National Award for Excellence in 2003","[[Dr. Babasaheb Ambedkar Marathwada University|Marathwada University]] Ph.D, [[marine biology]]",,Indian,,,,
Avneet Kaur,,{{hlist|Actress|Dancer}},,,,,{{birth date and age|df|=|yes|2001|10|13}},,"[[Jalandhar]], [[Punjab, India|Punjab]]",,,''[[Dance India Dance Li'l Masters]]''<br />''[[Aladdin - Naam Toh Suna Hoga]]''<br />''[[Chandra Nandini]]'',,Avneet kaur outside a salon.png,,,,,,,,,,,,,,
Ayesha Jhulka,,"[[Film actress]], [[entrepreneur]]",,,,Sameer Vashi,{{birth date and age|df|=|yes|1972|07|28}},,"[[Srinagar]], [[Jammu and Kashmir (state)|Jammu and Kashmir]], India",,,,,AyeshaJhulka.jpg,,,,,,,,,,,,,,
Ayesha Raza Mishra,,"Model, actress",,,,{{marriage|[[Kumud Mishra]]|2008}},{{birth date and age|df|=|yes|1977|09|26}},,India,,,,,Ayesha Raza Mishra.jpg,,,,,,,,,,,,,,
Ayesha Singh,,{{hlist|[[Actress]]|[[Model (person)|Model]]|[[Lawyer]]}},,,,,{{birth_date and age|1996|6|19|df|=|yes}},,"[[Mumbai]], [[Maharashtra]], India",,,''[[Ghum Hai Kisikey Pyaar Meiin]]'',,Ayesha Singh Snapped at Film City.jpg,,,,,,,,[[Bachelor of Laws]],,,,,,
Ayesha Takia Azmi,,"Actress, [[voice actress]], [[Model (person)|model]], [[television presenter]]",,,,{{marriage|Farhan Azmi|2009}},{{birth date and age|df|=|yes|1986|04|10}},,"[[Mumbai]], [[Maharashtra]], [[India]]",,,,,Ayesha-Takia-Azmi-snapped-on-location-for-a-photoshoot-at-Aarey-Colony-.jpg,,1,,,,,,,,,,,,
B. Jaya,,[[Film director]],,,,B. A. Raju,11 January 1964,{{death date and given age|df|=|yes|2018|08|10|54}},,"[[Hyderabad]], [[Telangana]], India",,,,,,,,,,,,,,Indian,,,,
B. R. Vijayalakshmi,,"[[Cinematographer]], screenwriter, director",,[[B. R. Panthulu]],B. R. Andalamma,S. Sunil Kumar,,,India,,,,,,,,,,,,,,,,,,,
B. Saroja Devi,,Actress,,,,{{marriage|Sri Harsha|1967|1986|end|=| d.}},{{Birth date and age|1938|01|07|df|=|yes}},,"[[Bangalore]], [[Kingdom of Mysore]] British India",,,,,Saroja Devi.jpg,,2,,,,[[Padma Bhushan]] (1992)<br />[[Padma Shri]] (1969),,,,Indian,,,,
Nandini Reddy,,"Film director, screenwriter",,,,,,,"[[Hyderabad]], [[Andhra Pradesh]], India",,,,,B. V. Nandini Reddy.jpg,,,,,,,,,,,,,,
B. V. Radha,,"Actress, film producer",,,,{{marriage|[[K. S. L. Swamy]]|1973|2015|end|=|died}},15 August 1948,{{Death-date and age|10 September 2017|August 1948}},"[[Bangalore]], [[Mysore State]], India","Bangalore, [[Karnataka]], India",,,,B.V.Radha-actress-pic.jpg,,,,,,,,,,,,,,
Bittianda Kuttapa Thelma,,,,,,,1955,,,,,[[Human Genetics]],,,,,,,,,,,,Indian,,,,
Babita,,Actress,,[[Hari Shivdasani]],,{{marriage| [[Randhir Kapoor]]  | 1971}},{{birth date and age|1947|04|20|df|=|yes}},,"[[Mumbai|Bombay]], [[Bombay Presidency]], [[British India]]",,,,,Babita with Kareena Kapoor.jpg,,2 ([[Karisma Kapoor|Karishma]] and [[Kareena Kapoor|Kareena]]),,,,,,,,Indian,,,,
Baisali Mohanty,,"[[Dancer]] and [[Choreographer]], [[Columnist]], [[Foreign Policy]] & Strategic Affairs Analyst, [[Author]]",,,,,{{Birth date and age|df|=|y|1994|08|05}},,"[[Puri]], [[Puri district]], [[Odisha]]",,,,Nuclear [[Diplomacy]],Oxford Odissi Centre.JPG,,,,,,,,,,[[India]]n,,,,
Bala Hijam,,Actress,,,,Ningthoujam Dinesh Singh,{{Birth date|df|=|yes|1992|06|09}},,"Sagolband Salam Leikai<br/>'''Present address:'''<br/>Lilong Chajing, [[Manipur]]",,,,,Bala Hijam6.png,,,,,,,,,,,,,,
Barkha Sengupta,,Actress,,,,[[Indraneil Sengupta]] (2008–present),,,,,,,,Barkha Sengupta in 2018.jpg,,1,,,,,,,,,,,,
Barkha Singh,,"Actress, Model, Host",,,,,{{Birth date and age|df|=|yes|1992|8|3}},,"[[Visakhapatnam]], [[Andhra Pradesh]], [[India]]",,,,,Barkha Singh at screening of Zee5 web-series Silence.jpg,,,,,,,,,,,,,,
Varsha Priyadarshini,,{{hlist|Actress|model}},,,,[[Anubhav Mohanty]],07 August,,"[[Cuttack]], [[Odisha]]",,,,,Barsha Priyadarshini.jpg,,,,,,,,,,Indian,,5 ft 6 in,,
Barsha Rani Bishaya,,,,Ashok Kumar Bishaya,Happy Moni Bishaya,Abhinash Saikia (m. Unknown — his death 2016) <br /> Bhaskar Boruah (m. 2021),,,,,,,,Barsha Rani Bishaya.jpg,,,,,,,,,,Indian,,,,
Basabi Pal,,"Head of The Department of French, Chandernagore Government College",,Late Shree Anil Chandra Ghosh,Late Smt Usha Rani Ghosh,Shree Gautam Pal,Oct 1958,,[[Kolkata]],,,,,Basabi Pal.jpg,,"Dyootiman Pal, Dhritiman Pal",,,,,,,,[[Indian people|Indian]],,,,
Beena Banerjee,,Actress,,,,Ajay Biswas,,,,,,,,BeenaBanerjee.jpg,,,,,,,,,,,,,,
Bhagyashree,,"[[Actress]], [[Philanthropist]]",,,,{{Marriage|Himalaya Dasani|1990}},{{Birth date and age|1969|02|23|df|=|yes}},,"[[Sangli]], [[Maharashtra]], [[India]]",,,,,BHAGYASHREE.jpg,{{URL|www.bhagyashreeonline.com/}},"2, including [[Abhimanyu Dassani]]",,,,,,,,,,,,
Bhama,,Actress,,,,{{Marriage|Arun Jagadish|2020}},{{birth date and age|1988|5|23}},,"[[Kottayam]], [[Kerala]], India",,,,,Bhama.JPG,,1,,,,,,,,,,160,,
Bhanumathi,,{{hlist|Actress|singer|writer|music director|director|producer|studio owner}},,,,[[P. S. Ramakrishna Rao]],{{Birth date|df|=|yes|1925|09|07}},{{death date and age|df|=|yes|2005|12|24|1925|09|07}},"[[Doddavaram]], [[Madras Presidency]], [[British Raj|British India]] (now [[Andhra Pradesh]], [[India]])","[[Chennai]], [[Tamil Nadu]], India",,,,Bhanumathi Ramakrishna 2013 stamp of India.jpg,,,,,,[[Padma Bhushan]] (2001)<br />[[Padma Shri]] (1966),,,,,,,,
Bhanupriya,,,,,,{{marriage|Adarsh Kaushal|1998|2005|reason|=|divorced}},{{Birth date and age|df|=|yes|1967|01|15}},,"[[Rajahmundry]], [[Andhra Pradesh]], India",,,,,Bhanupriya.png,,1,,,,,,,,,,,,
Bharathi Vishnuvardhan,,Actress,,,,{{marriage|[[Vishnuvardhan (actor)|Vishnuvardhan]]|27 February 1975|30 December 2009|reason|=|died}},{{Birth date and age|df|=|yes|1950|08|15}},,"[[Bhadravati, Karnataka]]",,,,,,,2,,,,,[[Padma Shri]] (2017),,,,,,,
Bhargavi Narayan,,Actress,,,,Belavadi Nanjundaiah Narayana,{{birth date and age|df|=|y|1938|2|4}},,"[[Bangalore]], [[Kingdom of Mysore]] (in present-day [[Karnataka]], India)",,,,,,,[[Prakash Belawadi]]<br/>[[Sudha Belawadi]],,,,,,,,Indian,,,,
Bhavana Ramanna,,Actress,,,,,,,"[[Davanagere]], [[Karnataka]], India",,,,,File:Bhavana (Kannada actress) (01).jpg,,,,,,,,,,,,,,
Bhavana,,{{hlist|Actress|dancer}},,,,{{marriage|Naveen|2018}},{{Birth date and age|df|=|yes|1986|6|6}},,"[[Thrissur district]], [[Kerala]], India",,,,,Bhavana Mal Actress.jpg,,,,,,,,,,Indian,,,,
Bhavana Rao,,"[[Film actor]], dancer",,,,,{{birth date and age|1989|06|06|df|=|y}},,"[[Shimoga]], [[Karnataka]], India",,,,,,,,,,,,,,,,,,,
Bhavya,,Actress,,,,Mukesh Patel,{{Birth date and age|df|=|yes|1966|01|12}},,"[[Bangalore]], [[Karnataka]], India",,,,,,,2,,,,,[[Karnataka State Film Awards]],,,,,,,
Bhumi Pednekar,,Actress,,,,,{{Birth date and age|1989|07|18|df|=|yes}},,"[[Bombay]] , [[Maharashtra]], India",,,,,Bhumi Pednekar promoting Sonchiriya.jpg,,,,,,,,,,,,,,
Bianca Desai,,Film actress,,,,,,,India,,,,,Bianca Desai photo shoot.jpg,,,,,,,,,,Indian,,,,
Bidita Bag,,"[[Actress]], [[model (person)|model]]",,,,,{{Birth date and age|df|=|y|1991|09|30}},,"[[Santragachhi]], [[Howrah]], [[West Bengal]], [[India]]",,,,,Bidita-Bag-during-the-Babumoshai-Bandookbaaz-success-party.jpg,,,,,,,,,,[[India]]n,,,,
Bijaya Jena,,"[[Film director|Director]], [[Film producer|Producer]]",,,,,16 August,,"[[Cuttack]], [[Odisha, India]]",,,,,Indian actress Bijaya Jena.jpg,,,,,,,,,,[[India]]n,,,,
Bijoya Ray,,,,,,[[Satyajit Ray]],{{birth date|df|=|yes|1917|10|27}},{{death date and age|df|=|yes|2015|06|02|1917|10|27}},,"[[Kolkata]], [[West Bengal]]",,,,Bijoya-Ray-pic.jpg,,[[Sandip Ray]],,,,,,,,[[India]]n,,,,
Bina Agarwal,,,,,,,,,,,,,,"Bina Agarwal, 2012 (cropped).jpg",,,,,,,"[[Ananda Kentish Coomaraswamy Book Prize]] 1996, [[Edgar Graham Book Prize]] 1996, [[The K. H. Batheja Award]] 1995–96, [[Leontief Prize 2010]]",,,Indian,,,,
Bina Rai,,[Actress,,,,[[Prem Nath|Premnath]],{{birth date|df|=|y|1931|07|13}},{{death date and age|df|=|y|2009|12|06|1931|07|13}},"[[Lahore]], [[Punjab Province (British India)|Punjab]], [[British Raj|British India]] (present-day [[Punjab, Pakistan]])","[[Mumbai, Maharashtra]], India",,,,Bina Rai in Aurat.jpg,,2,,,,,,,,,,,,
Bindu,,"Actress, [[dancer]]",,,,Champaklal Zaveri,{{birth date and age|df|=|y|1941|04|17}},,"[[Valsad]], [[Bombay Presidency]], [[India]]<br />(now in [[Gujarat]], [[India]])",,,,,Binduji.jpg,,1 (deceased),,,,,,,,,,,,
Bindu Madhavi,,{{hlist|[[Actress]]|[[Model (person)|model]]}},,,,,{{Birth date and age|1986|06|14}},,"[[Madanapalle]], [[Andhra Pradesh]], India",,,,,Bindu-Madhavi.jpg,,,,,,,,,,,,,,
Bipasha Basu,,{{hlist|[[Actress]]|[[Model (person)|Model]]}},,,,{{marriage|[[Karan Singh Grover]]|2016}},{{birth date and age|1979|1|7|df|=|yes}},,"[[New Delhi]], [[Delhi]], [[India]]",,,,,Bipasha Basu Grover.jpg,,,,,,,,,,[[Indian people|Indian]],,,,
Bobby Darling,,Actor,,,,,,,"[[Delhi]], India",,,,,,,,,,,,,,,Indian,,,,
Hindi cinema <br> (Bollywood),,,,,,,,,,,,,,File:Indiafilm.svg,,,,,,,,,,,,,,
Brindha,,{{hlist|choreographer|director}},,,,,,,"[[Chennai]], [[Tamil Nadu]], India",,,,,,,,,,,,,,,,,,,
Bruna Abdullah,,Actress,,,,{{Marriage|Allan Frase|2019}},{{Birth date and age|df|=|yes|1986|10|24}},,"[[Guaíba]], [[Rio Grande do Sul]], [[Brazil]]",,,,,Bruna promotes 'Jai Ho' with the cast at Mehboob Studio.jpg,,1,,,,,,,,,,,,
Carol Gracias,,[[Model (person)|Model]],,,,,,,,,,''[[Bigg Boss (Hindi season 1)|Bigg Boss 1]]'',,Carol Gracias at Nokia APP party 04.jpg,,,,,,,,,,Indian,,,,
Catherine Margaret Shachaf,,,,,,,,,"Vasco da Gama, Goa, India",,,,,,,,,,,,,,,"[[Israel]], [[Sweden]]",,,,
Catherine Tresa,,{{hlist|Actress|model}},,,,,{{birth date and age|df|=|yes|1989|9|10}},,"[[Dubai]], [[United Arab Emirates]]",,,,,Catherine Tresa.jpg,,,,,,,,,,,,,,
Celina Jaitly,,"Actress, Model",,,,{{marriage|Peter Haag|2011}},{{birth date and age|1981|11|24|df|=|y}},,"[[Kabul]], [[Democratic Republic of Afghanistan|DR Afghanistan]]",,,,,Celina Jaitly at the promotion event (cropped).jpg,,,,,[[Femina Miss India|Femina Miss India 2001]],,,,,,,,,
Chahatt Khanna,,[[Actress]],,,,,{{Birth date and age|df|=|yes|1986|7|28}},,"[[Mumbai]], [[Maharashtra]], [[India]]",,,,,Chahat Khanna in 2019.jpg,,,,,,,,,,Indian,,,,
Chandrakala,,"Actress, producer",,,,,{{birth date based on age at death|48|1999|6|21}},{{death date|1999|6|21|df|=|yes}} (aged 48),,,,,,File:Chandrakala.jpeg,,Reshma Ghatala (daughter),,,,,,,,,,,,
Chandralekha,,,,,,,{{birth date|df|=|yes|1928|12|06}},{{death date and age|df|=|yes|2006|12|30|1928|12|06}},"[[Vada, Palghar|Vada]], [[Bombay Presidency]], [[British India]]","[[Chennai]], [[India]]",,,,,,,,,,,,,,,,,,
Chandramukhi Bose,,Educationist,,,,Pandit Keswaranand Mamgain,1860,3 February 1944,"[[Dehradun]], [[British India]]","Dehradun, British India",,,,Chandramukhi Bose.jpg,,,,,,,,,,,,,,
Chandrika,,{{hlist|Film actress|producer}},,,,,,,"[[Arsikere]], India",,,,,Chandrika.jpg,,1 son,,,,,,,,,,,,
Charmila,,Actress,,,,{{ubl|Marriage|[[Kishor Satya]]|1995|1999|end|=|divorce|Marriage|Rajesh|2006|2014|end|=|divorce}} {{Marriage|[[Kishor Satya]]|1995|1999|end|=|divorce}} {{Marriage|Rajesh|2006|2014|end|=|divorce}},{{birth date and age|1974|10|2|df|=|yes}},,"[[Chennai district|Chennai]], [[Tamil Nadu]], India",,,,,Charmila Actress.jpg,,1,,,,,,,,[[India]]n,,,,
Charmme Kaur,,{{hlist|Actress|producer}},,,,,{{birth date and age|1987|05|17|df|=|y}},,"[[Hyderabad]], [[Andhra Pradesh]], India",,,,,Charmy Kaur at CCL 4 Launch (cropped).jpg,{{URL|charmmekaur.com}},,,,,,,,,,,,,
Charu Asopa,,{{hlist|[[Actress]]|[[Model (person)|model]]}},,,,{{marriage|Rajeev Sen|2019}},{{birth date and age|df|=|yes|1988|02|27}},,"[[Bikaner]], [[Rajasthan]]",,,"''[[Baalveer]]''<br/>
 ''[[Mere Angne Mein]]''",,,,,,,,,,,,[[India]]n,,,,
Charuvi Agrawal,,,,,,,20 June 1983,,New Delhi,,,Film Making <br/>Painting<br/>Sculptures,[[Shri Hanuman Chalisa]] Short Film<br/>[[The Legend of Hanuman]],Charuvi.jpg,[http://www.charuvi.com www.charuvi.com],,,,,,,[[Sheridan College]] <br/> [[College of Art]],,Indian,,,,
Chhaya Singh,,Actress,,,,{{marriage|[[Krishna (TV actor)|Krishna]]| 2012}},,,,,,,,Chaya Singh.jpg,,,,,,,,,,,,,,
Chetana Das,,[[Actress]],,,,,4 November 1954,,"[[Shillong]], Meghalaya (then [[Assam]]), [[India]]",,,,,Chetana Das.jpg,,,,,The Comedy Queen of Assam,,,,,Indian,,,,
